,sentence,label,NN,JJ,PRP
2306,"[""Georgia's"", 'Department', 'of', 'Agriculture', 'is', 'intensifying', 'its', 'fire', 'ant', 'eradication', 'program', 'in', 'an', 'effort', 'to', 'stay', 'ahead', 'of', 'the', 'fast-spreading', 'pest', '.']",news,8,2,0
2307,"['The', 'department', 'is', 'planning', 'to', 'expand', 'its', 'eradication', 'program', 'soon', 'to', 'four', 'additional', 'counties', '--', 'Troup', ',', 'Pierce', ',', 'Bryan', 'and', 'Bulloch', '--', 'to', 'treat', '132,000', 'acres', 'infested', 'by', 'the', 'ants', ',', 'according', 'to', 'W.', 'E.', 'Blasingame', 'state', 'entomologist', '.']",news,15,1,0
2308,"['Low-flying', 'planes', 'will', 'spread', 'a', 'granular-type', 'chemical', ',', 'heptachlor', ',', 'over', '30,000', 'acres', 'in', 'Troup', ',', '37,000', 'acres', 'in', 'Pierce', 'and', '65,000', 'acres', 'in', 'Bulloch', 'and', 'Bryan', 'counties', '.']",news,11,2,0
2309,"['The', 'eradication', 'effort', 'is', 'being', 'pushed', 'in', 'Bibb', 'and', 'Jones', 'counties', ',', 'over', '37,679', 'acres', '.']",news,6,0,0
2310,"['The', 'department', 'has', 'just', 'finished', 'treating', '20,000', 'acres', 'in', 'urban', 'areas', 'of', 'Macon', '.']",news,4,1,0
2311,"['Also', 'being', 'treated', 'are', 'Houston', ',', 'Bleckley', ',', 'Tift', ',', 'Turner', 'and', 'Dodge', 'counties', ',', 'Blasingame', 'said', '.']",news,7,0,0
2312,"['The', 'fire', 'ant', 'is', 'thought', 'to', 'infest', 'approximately', 'two', 'million', 'acres', 'of', 'land', 'in', 'Georgia', ',', 'attacking', 'crops', ',', 'young', 'wildlife', 'and', 'livestock', 'and', 'can', 'be', 'a', 'serious', 'health', 'menace', 'to', 'humans', 'who', 'are', 'allergic', 'to', 'its', 'venom', ',', 'Blasingame', 'said', '.']",news,13,3,0
2313,"['The', 'north-bound', 'entrance', 'to', 'the', 'Expressway', 'at', '14th', 'Street', 'will', 'be', 'closed', 'during', 'the', 'afternoon', 'rush', 'traffic', 'hours', 'this', 'week', '.']",news,8,1,0
2314,"['This', 'is', 'being', 'done', 'so', 'that', 'Georgia', 'Tech', 'can', 'complete', 'the', 'final', 'phase', 'of', 'a', 'traffic', 'survey', 'on', 'the', 'North', 'Expressway', '.']",news,7,1,0
2315,"['Students', 'have', 'been', 'using', 'electric', 'computers', 'and', 'high', 'speed', 'movie', 'cameras', 'during', 'the', 'study', '.']",news,6,2,0
2316,"['Perhaps', 'the', 'engineers', 'can', 'find', 'out', 'what', 'causes', 'all', 'the', 'congestion', 'and', 'suggest', 'methods', 'to', 'eliminate', 'it', '.']",news,3,0,0
2317,"['Incidentally', ',', '14th', 'Street', 'and', 'the', 'Expressway', 'is', 'the', 'high', 'accident', 'intersection', 'during', 'daylight', 'hours', '.']",news,5,2,0
2318,"['It', 'is', 'followed', 'by', 'Cain', 'Street', 'and', 'Piedmont', 'Avenue', ',', 'NE', ';', ';']",news,5,0,0
2319,"['the', 'junction', 'of', 'the', 'Northeast', 'and', 'Northwest', 'Expressways', 'and', 'Jones', 'Avenue', 'and', 'Marietta', 'Street', ',', 'Aj', '.']",news,9,0,0
2320,"['Four', 'persons', 'died', 'in', 'Georgia', 'weekend', 'traffic', 'crashes', ',', 'two', 'of', 'them', 'in', 'a', 'fiery', 'crash', 'near', 'Snellville', ',', 'the', 'State', 'Patrol', 'said', 'Sunday', '.']",news,11,0,0
2321,"['The', 'latest', 'death', 'reported', 'was', 'that', 'of', '4-year-old', 'Claude', 'Douglas', 'Maynor', 'of', 'Calvary', '.']",news,5,2,0
2322,"['Troopers', 'said', 'the', 'child', 'ran', 'into', 'the', 'path', 'of', 'a', 'passing', 'car', 'a', 'half-mile', 'north', 'of', 'Calvary', 'on', 'Georgia', '111', 'in', 'Grady', 'County', '.']",news,10,1,0
2323,"['That', 'death', 'occurred', 'at', '50', 'p.m.', 'Friday', 'and', 'was', 'reported', 'Sunday', ',', 'the', 'patrol', 'said', '.']",news,5,0,0
2324,"['Bursts', 'into', 'flames']",news,2,0,0
2325,"['An', 'auto', 'overturned', ',', 'skidding', 'into', 'a', 'stopped', 'tractor-trailer', 'and', 'burst', 'into', 'flames', 'near', 'Snellville', ',', 'the', 'patrol', 'said', '.']",news,6,1,0
2326,"['Bobby', 'Bester', 'Hammett', ',', '21', ',', 'of', 'Rte.', '3', ',', 'Lawrenceville', ',', 'and', 'Mrs.', 'Lucille', 'Herrington', 'Jones', ',', '23', ',', 'of', 'Lawrenceville', ',', 'died', 'in', 'the', 'flaming', 'car', ',', 'the', 'patrol', 'said', '.']",news,13,0,0
2327,"['Salem', '(', 'special', ')']",news,1,1,0
2328,"['--', 'For', 'a', 'second', 'month', 'in', 'a', 'row', ',', 'Multnomah', 'County', 'may', 'be', 'short', 'of', 'general', 'assistance', 'money', 'in', 'its', 'budget', 'to', 'handle', 'an', 'unusually', 'high', 'summer', ""month's"", 'need', ',', 'the', 'state', 'public', 'welfare', 'commission', 'was', 'told', 'Friday', '.']",news,13,5,0
2329,"['It', 'is', 'the', 'only', 'county', 'in', 'the', 'state', 'so', 'far', 'this', 'month', 'reporting', 'a', 'possible', 'shortage', 'in', 'GA', 'category', ',', 'for', 'which', 'emergency', 'allotment', 'can', 'be', 'given', 'by', 'the', 'state', 'if', 'necessary', '.']",news,9,3,0
2330,"['William', 'Smythe', ',', 'director', 'of', 'field', 'service', ',', 'told', 'the', 'commissioners', 'that', 'Multnomah', ',', 'as', 'of', 'Aug.', '22', ',', 'had', 'spent', '$58,918', 'out', 'of', 'its', 'budgeted', '$66,000', 'in', 'the', 'category', ',', 'leaving', 'only', '$7,082', 'for', 'the', 'rest', 'of', 'the', 'month', '.']",news,13,0,0
2331,"['At', 'the', 'rate', 'of', 'need', 'indicated', 'in', 'the', 'early', 'weeks', 'of', 'the', 'month', ',', 'this', 'could', 'mean', 'a', 'shortage', 'of', 'as', 'high', 'as', '$17,000', '.']",news,6,2,0
2332,"['But', 'it', 'probably', 'will', 'be', 'less', 'because', 'of', 'a', 'usual', 'slackening', 'during', 'the', 'last', 'weeks', 'of', 'each', 'month', ',', 'Smythe', 'said', '.']",news,4,2,0
2333,"['No', 'request', 'for', 'emergency', 'allotment', 'had', 'yet', 'been', 'received', ',', 'however', '.']",news,3,0,0
2334,"['Board', 'oks', 'pact']",news,2,0,0
2335,"['The', 'commission', ',', 'meeting', 'for', 'the', 'first', 'time', 'with', 'both', 'of', 'its', 'newly-appointed', 'commissioners', ',', 'Roy', 'Webster', ',', 'of', 'Hood', 'River', ',', 'and', 'Dr.', 'Ennis', 'Keizer', ',', 'of', 'North', 'Bend', ',', 'approved', 'a', ""year's"", 'contract', 'for', 'a', 'consultant', 'in', 'the', 'data', 'processing', 'department', 'who', 'has', 'been', 'the', 'center', 'of', 'considerable', 'controversy', 'in', 'the', 'past', '.']",news,22,3,0
2336,"['The', 'contract', 'with', 'Ray', 'Field', ',', 'who', 'has', 'been', 'converting', 'the', 'agencies', 'electronic', 'data', 'processing', 'program', 'to', 'magnetic', 'tape', ',', 'would', 'renew', 'his', 'present', 'salary', 'of', '$8', 'an', 'hour', 'up', 'to', 'a', 'maximum', 'of', '200', 'hours', 'a', 'month', '.']",news,13,3,0
2337,"['Field', 'does', 'the', 'planning', 'for', 'the', 'machine', 'operations', 'and', 'fiscal', 'processes', 'and', 'the', 'adapting', 'of', 'the', 'data', 'processing', 'system', 'to', 'new', 'programs', 'as', 'they', 'are', 'made', 'necessary', 'by', 'legislative', 'and', 'policy', 'changes', '.']",news,12,4,0
2338,"['Acting', 'Administrator', 'Andrew', 'F.', 'Juras', 'said', 'that', 'because', 'of', ""Field's"", 'unique', 'position', 'and', 'knowledge', 'in', 'the', 'program', ',', 'the', 'agency', 'now', 'would', 'be', 'seriously', 'handicapped', 'if', 'he', 'was', 'not', 'continued', 'for', 'a', 'period', '.']",news,10,2,0
2339,"['But', 'he', 'emphasized', 'that', 'the', 'agency', 'must', 'train', 'people', 'within', 'its', 'own', 'employ', 'to', 'fulfill', 'what', 'Field', 'handles', ',', 'and', 'he', 'said', 'he', 'personally', '``', 'regrets', 'very', 'much', 'that', 'the', 'agency', 'has', 'not', 'done', 'this', 'in', 'the', 'past', ""''"", '.']",news,5,3,0
2340,"['He', 'pointed', 'out', 'to', 'the', 'commissioners', 'that', 'the', 'agency', 'was', 'literally', 'dependent', 'now', 'on', 'the', 'machine', 'processing', ',', '``', 'and', 'the', 'whole', 'wheels', 'of', 'the', 'agency', 'would', 'stop', 'if', 'it', 'broke', 'down', 'or', 'the', 'three', 'or', 'four', 'persons', 'directing', 'it', 'were', 'to', 'leave', ""''"", '.']",news,7,2,0
2341,"['Salary', 'termed', 'modest']",news,1,1,0
2342,"['Juras', 'said', 'he', 'insisted', 'Field', 'be', 'continued', 'on', 'a', 'consultant', 'basis', 'only', 'and', 'be', 'answerable', 'directly', 'to', 'the', 'administrator', 'of', 'the', 'agency', 'and', 'not', 'to', 'other', 'agencies', 'of', 'the', 'government', '.']",news,8,2,0
2343,"['He', 'also', 'said', 'that', 'the', 'salary', ',', 'in', 'terms', 'of', 'going', 'rates', 'in', 'the', 'field', ',', 'was', '``', 'modest', ""''"", 'in', 'terms', 'of', 'the', ""man's"", 'responsibility', '.']",news,7,1,0
2344,"['The', 'conversion', 'to', 'magnetic', 'tape', 'is', 'not', 'yet', 'completed', ',', 'he', 'said', ',', 'and', 'added', ""Field's"", 'long', 'service', 'in', 'state', 'government', 'and', 'welfare', 'employ', 'gave', 'him', 'familiarity', 'with', 'the', 'welfare', 'program', '.']",news,11,2,0
2345,"['``', 'Do', 'you', 'feel', 'you', 'can', 'stand', 'up', 'to', 'the', 'next', 'legislative', 'session', 'and', 'defend', 'this', 'contract', ""''"", '?', '?']",news,2,2,0
2346,"['Asked', 'Mrs.', 'Grace', 'O.', 'Peck', ',', 'representative', 'from', 'Multnomah', 'County', ',', 'of', 'the', 'commission', 'chairman', ',', 'Joseph', 'E.', 'Harvey', 'Jr.', '.']",news,13,0,0
2347,"['``', 'My', 'feeling', 'at', 'the', 'moment', ""''"", ',', 'he', 'said', ',', '``', 'is', 'that', 'we', 'have', 'no', 'alternative', ',', 'irrespective', 'of', 'some', 'of', 'the', 'arguments', 'about', 'him', '.']",news,5,0,0
2348,"['The', 'continued', 'operation', 'of', 'this', 'program', 'depends', 'on', 'having', 'his', 'service', ""''"", '.']",news,3,1,0
2349,"['Harvey', 'criticized']",news,1,0,0
2350,"['Mrs.', 'Peck', ',', 'later', 'joined', 'by', 'the', ""commission's"", 'vice-chairman', ',', 'Mrs.', 'Lee', 'Patterson', ',', 'took', 'Harvey', 'to', 'task', 'for', 'comments', 'he', 'had', 'made', 'to', 'the', 'North', 'Portland', 'Rotary', 'Club', 'Tuesday', '.']",news,14,0,0
2351,"['A', 'publicity', 'release', 'from', 'Oregon', 'Physicians', 'Service', ',', 'of', 'which', 'Harvey', 'is', 'president', ',', 'quoted', 'him', 'as', 'saying', 'the', 'welfare', 'office', 'move', 'to', 'Salem', ',', 'instead', 'of', '``', 'crippling', ""''"", 'the', 'agency', ',', 'had', 'provided', 'an', 'avenue', 'to', 'correct', 'administrative', 'weaknesses', ',', 'with', 'the', 'key', 'being', 'improved', 'communications', 'between', 'F', '&', 'A', 'and', 'the', 'commission', 'staff', '.']",news,20,1,0
2352,"['``', 'I', 'rather', 'resent', ""''"", ',', 'she', 'said', ',', '``', 'you', 'speaking', 'to', 'those', 'groups', 'in', 'Portland', 'as', 'though', 'just', 'the', 'move', 'accomplished', 'this', '.']",news,4,0,0
2353,"['I', 'think', 'you', 'fell', 'short', 'of', 'the', 'real', 'truth', 'in', 'the', 'matter', ':', 'That', 'the', 'move', 'is', 'working', 'out', 'through', 'the', 'fine', 'cooperation', 'of', 'the', 'staff', 'and', 'all', 'the', 'people', '.']",news,6,2,0
2354,"['The', 'staff', 'deserves', 'a', 'lot', 'of', 'credit', 'working', 'down', 'here', 'under', 'real', 'obstacles', ""''"", '.']",news,4,1,0
2355,"['Harvey', 'said', 'his', 'objective', 'was', 'to', 'create', 'a', 'better', 'public', 'image', 'for', 'welfare', ""''"", '.']",news,4,2,0
2356,"['The', 'wife', 'of', 'convicted', 'bank', 'robber', 'Lawrence', 'G.', 'Huntley', 'was', 'arrested', 'in', 'Phoenix', ',', 'Ariz.', ',', 'last', 'week', 'and', 'will', 'be', 'returned', 'to', 'Portland', 'to', 'face', 'charges', 'of', 'assault', 'and', 'robbery', ',', 'Portland', 'detectives', 'said', 'Friday', '.']",news,17,2,0
2357,"['Mrs.', 'Lavaughn', 'Huntley', 'is', 'accused', 'of', 'driving', 'the', 'getaway', 'car', 'used', 'in', 'a', 'robbery', 'of', 'the', 'Woodyard', ""Bros.'"", 'Grocery', ',', '2825', 'E.', 'Burnside', 'St.', ',', 'in', 'April', 'of', '1959', '.']",news,13,0,0
2358,"['Her', 'husband', ',', 'who', 'was', 'sentenced', 'to', '15', 'years', 'in', 'the', 'federal', 'prison', 'at', 'McNeil', 'Island', 'last', 'April', 'for', 'robbery', 'of', 'the', 'Hillsdale', 'branch', 'of', 'Multnomah', 'Bank', ',', 'also', 'was', 'charged', 'with', 'the', 'store', 'holdup', '.']",news,13,2,0
2359,"['Secret', 'Grand', 'Jury', 'indictments', 'were', 'returned', 'against', 'the', 'pair', 'last', 'week', ',', 'Detective', 'Murray', 'Logan', 'reported', '.']",news,8,2,0
2360,"['The', 'Phoenix', 'arrest', 'culminates', 'more', 'than', 'a', ""year's"", 'investigation', 'by', 'Detective', 'William', 'Taylor', 'and', 'other', 'officers', '.']",news,7,3,0
2361,"['Taylor', 'said', 'Mrs.', 'Huntley', 'and', 'her', 'husband', 'also', 'will', 'be', 'questioned', 'about', 'a', 'series', 'of', '15', 'Portland', 'robberies', 'in', 'spring', 'of', '1959', 'in', 'which', 'the', 'holdup', 'men', 'bound', 'their', 'victims', 'with', 'tape', 'before', 'fleeing', '.']",news,12,0,0
2362,"['Mrs.', 'Huntley', 'was', 'held', 'on', '$20,000', 'bond', 'in', 'Phoenix', '.']",news,4,0,0
2363,"['She', 'was', 'arrested', 'by', 'Phoenix', 'Police', 'after', 'they', 'received', 'the', 'indictment', 'papers', 'from', 'Portland', 'detectives', '.']",news,6,0,0
2364,"['A', '12-year-old', 'girl', ',', 'Susan', 'Elaine', 'Smith', ',', '9329', 'NE', 'Schuyler', 'St.', 'was', 'in', 'serious', 'condition', 'Friday', 'at', 'Bess', 'Kaiser', 'Hospital', ',', 'victim', 'of', 'a', 'bicycle-auto', 'collision', 'in', 'the', 'Gateway', 'Shopping', 'Center', ',', 'parking', 'area', ',', 'Deputy', 'Sheriff', 'W.', 'H.', 'Forsyth', 'reported', '.']",news,23,3,0
2365,"['Funeral', 'for', 'William', 'Joseph', 'Brett', ',', '1926', 'NE', '50th', 'Ave.', ',', 'who', 'died', 'Thursday', 'in', 'Portland', ',', 'will', 'be', 'Monday', '1', 'p.m.', 'at', 'the', 'Riverview', 'Abbey', '.']",news,12,0,0
2366,"['Mr.', 'Brett', ',', 'born', 'in', 'Brooklyn', ',', 'N.Y.', ',', 'Dec.', '15', ',', '1886', ',', 'came', 'to', 'Portland', 'in', '1920', '.']",news,6,0,0
2367,"['He', 'owned', 'a', 'logging', 'equipment', 'business', 'here', 'from', '1923', 'to', '1928', ',', 'and', 'later', 'became', 'Northwest', 'district', 'manager', 'for', 'Macwhyte', 'Co.', '.']",news,7,1,0
2368,"['He', 'retired', 'in', '1958', '.']",news,0,0,0
2369,"['Survivors', 'are', 'his', 'widow', ',', 'Alice', ';', ';']",news,3,0,0
2370,"['a', 'son', ',', 'William', ',', 'Seattle', ',', 'Wash.', ';', ';']",news,4,0,0
2371,"['three', 'sisters', ',', 'Mrs.', 'Eugene', 'Horstman', ',', 'Los', 'Angeles', ',', 'Mrs.', 'Lucy', 'Brett', 'Andrew', ',', 'New', 'York', 'City', ',', 'and', 'Mrs.', 'Beatrice', 'Kiefferm', ',', 'New', 'York', 'City', ',', 'and', 'five', 'grandchildren', '.']",news,20,0,0
2372,"['Employes', 'of', 'Montgomery', 'Ward', '&', 'Co.', 'at', 'The', 'Dalles', ',', 'in', 'a', 'National', 'Labor', 'Relations', 'Board', 'election', 'Thursday', 'voted', 'to', 'decertify', 'Local', '1565', ',', 'Retail', 'Clerks', 'International', 'Association', ',', 'AFL-CIO', ',', 'as', 'their', 'collective', 'bargaining', 'agent', '.']",news,18,2,0
2373,"['The', 'NLRB', 'said', 'that', 'of', '11', 'potentially', 'eligible', 'voters', 'eight', 'voted', 'against', 'the', 'union', ',', 'two', 'voted', 'for', 'it', ',', 'and', 'one', 'vote', 'was', 'challenged', '.']",news,4,1,0
2374,"['Monte', 'Brooks', ',', '67', ',', 'theatrical', 'producer', 'and', 'band', 'leader', ',', 'collapsed', 'and', 'died', 'Thursday', 'in', 'a', 'Lloyd', 'Center', 'restaurant', '.']",news,9,1,0
2375,"['He', 'lived', 'at', '6124', 'N.', 'Willamette', 'Blvd.', '.']",news,3,0,0
2376,"['For', 'many', 'years', 'he', 'had', 'provided', 'music', 'and', 'entertainment', 'for', 'functions', 'throughout', 'the', 'Northwest', '.']",news,5,1,0
2377,"['These', 'included', 'Oregon', 'State', 'Fair', ',', 'for', 'which', 'he', 'had', 'been', 'booked', 'on', 'and', 'off', ',', 'for', '30', 'years', '.']",news,4,0,0
2378,"['He', 'collaborated', 'with', 'many', 'of', 'the', 'big', 'name', 'entertainers', 'visiting', 'Portland', ',', 'among', 'the', 'most', 'recent', 'being', 'Jimmy', 'Durante', 'and', 'Phil', 'Silvers', '.']",news,7,3,0
2379,"['He', 'had', 'conducted', 'the', '20-piece', 'band', 'in', 'a', 'series', 'of', 'concerts', 'at', 'Blue', 'Lake', 'park', 'during', 'the', 'summer', 'months', '.']",news,8,1,0
2380,"['Mr.', 'Brooks', 'was', 'born', 'in', 'New', 'York', ',', 'and', 'came', 'to', 'Portland', 'in', '1920', '.']",news,5,0,0
2381,"['He', 'planned', 'at', 'one', 'time', 'to', 'enter', 'the', 'legal', 'profession', ',', 'but', 'gave', 'up', 'the', 'plan', 'in', 'favor', 'of', 'the', 'entertainment', 'field', '.']",news,6,1,0
2382,"['He', 'was', 'a', 'member', 'of', 'Harmony', 'lodge', ',', 'No.', '12', ',', 'AF', '&', 'AM', ',', 'Scottish', 'Rite', ';', ';']",news,8,0,0
2383,"['Al', 'Kader', 'Temple', 'of', 'the', 'Shrine', ';', ';']",news,4,0,0
2384,"['Order', 'of', 'Elks', ',', 'Lodge', 'No.', '142', ';', ';']",news,4,0,0
2385,"['40', '&', '8', 'Voiture', ',', 'No.', '25', ',', ""Musician's"", 'Union', ',', 'Local', '99', '.']",news,5,0,0
2386,"['He', 'was', 'a', 'former', 'commander', 'of', 'Willamette', 'Heights', ',', 'Post', ',', 'and', 'a', 'member', 'of', 'Nevah', 'Sholom', 'Congregation', '.']",news,8,1,0
2387,"['Survivors', 'are', 'his', 'widow', ',', 'Tearle', ';', ';']",news,3,0,0
2388,"['a', 'son', ',', 'Sheldon', 'Brooks', ';', ';']",news,3,0,0
2389,"['a', 'daughter', ',', 'Mrs.', 'Sidney', 'S.', 'Stein', 'Jr.', ',', 'Dorenzo', ',', 'Calif.', ';', ';']",news,8,0,0
2390,"['a', 'sister', ',', 'Mrs.', 'Birdie', 'Gevurtz', ';', ';']",news,4,0,0
2391,"['two', 'brothers', ',', 'Charley', 'and', 'Aaron', 'Cohn', ',', 'San', 'Francisco', ';', ';']",news,6,0,0
2392,"['and', 'five', 'grandchildren', '.']",news,1,0,0
2393,"['Services', 'will', 'be', 'at', '30', 'p.m.', 'Monday', 'at', 'Holman', '&', 'Son', 'Funeral', 'Home', ',', 'with', 'interment', 'in', 'Neveh', 'Zebek', 'cemetery', '.']",news,11,0,0
2394,"['The', 'family', 'requests', 'that', 'flowers', 'be', 'omitted', '.']",news,2,0,0
2395,"['A', '16-year-old', 'Portland', 'businessman', 'and', 'his', 'Junior', 'Achievement', 'company', ',', 'have', 'been', 'judged', 'the', '``', 'Company', 'of', 'the', 'Year', ""''"", 'in', 'national', 'competition', 'completed', 'this', 'week', 'at', 'Ohio', 'State', 'University', ',', 'Columbus', ',', 'Ohio', '.']",news,13,3,0
2396,"['Tim', 'Larson', ',', 'a', 'junior', 'at', 'Wilson', 'High', 'School', 'and', 'president', 'of', 'Spice-Nice', ',', 'is', 'the', 'young', 'executive', 'who', 'guided', 'his', 'firm', 'to', 'the', 'top-ranking', 'position', 'over', 'the', '4,500', 'other', 'Junior', 'Achievement', 'companies', 'in', 'the', 'United', 'States', 'and', 'Canada', '.']",news,17,3,0
2397,"['The', 'award', 'is', 'the', 'first', 'such', 'honor', 'in', 'the', '11-year', 'history', 'of', 'JA', 'activities', 'in', 'Portland', ',', 'according', 'to', 'Ralph', 'Scolatti', ',', 'local', 'executive', 'director', 'for', 'Junior', 'Achievement', '.']",news,12,4,0
2398,"['Spice-Nice', ',', 'counseled', 'by', 'Georgia-Pacific', 'Corp.', ',', 'had', 'previously', 'taken', 'first-place', 'honors', 'in', 'both', 'local', 'competition', 'and', 'the', 'regional', 'conference', 'at', 'San', 'Francisco', '.']",news,9,2,0
2399,"['The', '``', 'pocket-size', ""''"", 'company', 'set', 'records', 'with', '$2,170', 'in', 'sales', 'of', 'its', 'products', ',', 'a', 'selection', 'of', 'barbecue', 'spices', ',', 'and', 'paid', 'stockholders', 'a', '20', 'per', 'cent', 'dividend', 'on', 'their', 'investment', '.']",news,12,1,0
2400,"['Youngsters', 'do', 'business']",news,2,0,0
2401,"['The', 'Junior', 'Achievement', 'program', 'is', 'designed', 'to', 'give', 'teenagers', 'practical', 'experience', 'in', 'business', 'by', 'allowing', 'them', 'actually', 'to', 'form', 'small', 'companies', ',', 'under', 'the', 'guidance', 'and', 'sponsorship', 'of', 'business', 'firms', '.']",news,11,2,0
