,label,sentence,NN,JJ,RB
2673,news,"['Second', ',', 'the', '``', 'potato', 'chip', 'industry', ""''"", 'has', 'caught', 'the', 'fancy', 'of', 'investors', 'lately', ',', 'and', 'until', 'Morton', 'Foods', 'came', 'along', 'there', 'were', 'only', 'two', 'potato', 'chip', 'stocks', '--', 'Frito', 'and', 'H.', 'W.', 'Lay', '--', 'on', 'the', 'market', '.']",13,3,3
2674,news,"['Both', 'of', 'those', 'have', 'had', 'dynamic', 'run-ups', 'in', 'price', 'on', 'the', 'market', 'in', 'recent', 'months', ',', 'both', 'were', 'selling', 'at', 'higher', 'price-earnings', 'and', 'yield', 'bases', 'than', 'Morton', 'was', 'coming', 'to', 'market', 'at', ',', 'and', 'everyone', 'who', 'knew', 'anything', 'about', 'it', 'expected', 'the', 'Morton', 'stock', 'to', 'have', 'a', 'fast', 'run-up', '.']",14,4,0
2675,news,"['And', 'third', ',', 'the', 'potato', 'chip', 'industry', 'has', 'taken', 'on', 'the', 'flavor', 'of', 'a', '``', 'growth', ""''"", 'industry', 'in', 'the', 'public', 'mind', 'of', 'late', '.']",7,3,0
2676,news,"['Foods', ',', 'which', 'long', 'had', 'been', 'considered', '``', 'recession', 'resistant', ""''"", 'but', 'hardly', 'dynamic', 'stocks', ',', 'have', 'been', 'acting', 'like', 'growth', 'stocks', ',', 'going', 'to', 'higher', 'price-earnings', 'ratios', '.']",6,4,2
2677,news,"['The', 'potato', 'chip', 'industry', 'these', 'days', 'is', 'growing', ',', 'not', 'only', 'as', 'a', 'result', 'of', 'population', 'increase', 'and', 'public', 'acceptance', 'of', 'convenience', 'foods', ',', 'but', 'also', 'because', 'of', 'a', 'combination', 'of', 'circumstances', 'that', 'has', 'led', 'to', 'growth', 'by', 'merger', '.']",14,1,3
2678,news,"['The', 'history', 'of', 'the', 'U.S.', 'potato', 'chip', 'industry', 'is', 'that', 'many', 'of', ""today's"", 'successful', 'companies', 'got', 'started', 'during', 'the', 'deep', 'depression', 'days', '.']",8,4,0
2679,news,"['Those', 'that', 'remain', 'are', 'those', 'that', 'were', 'headed', 'by', 'strong', 'executives', ',', 'men', 'with', 'the', 'abilities', 'to', 'last', 'almost', '30', 'years', 'in', 'the', 'competitive', 'survival', 'of', 'the', 'fittest', '.']",5,4,1
2680,news,"['But', 'today', 'many', 'of', 'those', 'men', 'are', 'reaching', 'retirement', 'age', 'and', 'suddenly', 'realizing', 'that', 'they', 'face', 'an', 'estate', 'tax', 'problem', 'with', 'their', 'closely', 'held', 'companies', 'and', 'also', 'that', 'they', 'have', 'no', 'second-echelon', 'management', 'in', 'their', 'firms', '.']",10,2,3
2681,news,"['So', 'they', 'go', 'looking', 'for', 'mergers', 'with', 'other', 'firms', 'that', 'have', 'publicly', 'quoted', 'stock', ',', 'and', 'almost', 'daily', 'they', 'pound', 'on', 'the', 'doors', 'of', 'firms', 'like', 'Frito', '.']",7,2,3
2682,news,"['All', 'those', 'things', 'combined', 'to', 'make', 'the', 'Morton', 'Foods', 'stock', 'the', 'hot', 'issue', 'that', 'it', 'was', 'and', 'is', '.']",5,1,0
2683,news,"['Now', ',', 'if', ""Morton's"", 'newest', 'product', ',', 'a', 'corn', 'chip', 'known', 'as', ""Chip-o's"", ',', 'turns', 'out', 'to', 'sell', 'as', 'well', 'as', 'its', 'stock', 'did', ',', 'the', 'stock', 'may', 'turn', 'out', 'to', 'be', 'worth', 'every', 'cent', 'of', 'the', 'prices', 'that', 'the', 'avid', 'buyers', 'bid', 'it', 'up', 'to', '.']",10,3,3
2684,news,"['Dallas', 'and', 'North', 'Texas', 'is', 'known', 'world-wide', 'as', 'the', 'manufacturing', 'and', 'distribution', 'center', 'of', 'cotton', 'gin', 'machinery', 'and', 'supplies', ',', 'valued', 'in', 'the', 'millions', 'of', 'dollars', '.']",12,1,0
2685,news,"['More', 'than', '10', 'companies', 'maintain', 'facilities', 'in', 'Dallas', 'and', 'one', 'large', 'manufacturer', 'is', 'located', 'to', 'the', 'north', 'at', 'Sherman', '.']",6,2,0
2686,news,"['It', 'is', 'no', 'coincidence', 'that', 'the', 'Texas', 'Cotton', ""Ginner's"", 'Association', 'is', 'meeting', 'here', 'this', 'week', 'for', 'the', '46th', 'time', 'in', 'their', '52-year', 'history', '.']",8,1,1
2687,news,"['The', 'exhibition', 'of', 'cotton', 'ginning', 'machinery', 'at', 'the', 'State', 'Fair', 'grounds', 'is', 'valued', 'at', 'more', 'than', 'a', 'million', 'dollars', '.']",7,1,0
2688,news,"['It', 'weighs', 'in', 'the', 'tons', ',', 'so', 'the', 'proximity', 'of', 'factory', 'and', 'exhibition', 'area', 'makes', 'it', 'possible', 'for', 'an', 'outstanding', 'exhibit', 'each', 'year', '.']",7,2,0
2689,news,"['A', 'modern', 'cotton', 'gin', 'plant', 'costs', 'in', 'the', 'neighborhood', 'of', '$250,000', ',', 'and', ""it's"", 'a', 'safe', 'assumption', 'that', 'a', 'large', 'percentage', 'of', 'new', 'gins', 'in', 'the', 'U.S.', 'and', 'foreign', 'countries', 'contain', 'machinery', 'made', 'in', 'this', 'area', '.']",13,5,0
2690,news,"['The', 'Murray', 'Co.', 'of', 'Texas', ',', 'Inc.', ',', 'originated', 'in', 'Dallas', 'in', '1896', '.']",5,0,0
2691,news,"[""They've"", 'occupied', 'a', '22-acre', 'site', 'since', 'the', 'early', ""1900's"", '.']",2,2,0
2692,news,"['More', 'than', '700', 'employees', 'make', 'gin', 'machinery', ""that's"", 'sold', 'anywhere', 'cotton', 'is', 'grown', '.']",4,2,1
2693,news,"['Murray', 'makes', 'a', 'complete', 'line', 'of', 'ginning', 'equipment', 'except', 'for', 'driers', 'and', 'cleaners', ',', 'and', 'this', 'machinery', 'is', 'purchased', 'from', 'a', 'Dallas-based', 'firm', '.']",7,2,0
2694,news,"['The', 'Continental', 'Gin', 'Co.', 'began', 'operations', 'in', 'Dallas', 'in', '1899', '.']",5,0,0
2695,news,"['The', 'present', 'company', 'is', 'a', 'combination', 'of', 'several', 'smaller', 'ones', 'that', 'date', 'back', 'to', '1834', '.']",4,3,1
2696,news,"['Headquarters', 'is', 'in', 'Birmingham', ',', 'Ala.', '.']",3,0,0
2697,news,"['Factories', 'are', 'located', 'here', 'and', 'in', 'Prattville', ',', 'Ala.', '.']",3,0,1
2698,news,"['About', '40', 'per', 'cent', 'of', 'the', 'manufacturing', 'is', 'done', 'at', 'the', 'Dallas', 'plant', 'by', 'more', 'than', '200', 'employes', '.']",5,1,0
2699,news,"['The', 'company', 'sells', 'a', 'complete', 'line', 'of', 'gin', 'machinery', 'all', 'over', 'the', 'cotton-growing', 'world', '.']",4,3,0
2700,news,"['Hardwicke-Etter', 'Co.', 'of', 'Sherman', 'makes', 'a', 'full', 'line', 'of', 'gin', 'machinery', 'and', 'equipment', '.']",6,2,0
2701,news,"['The', 'firm', 'recently', 'expanded', 'domestic', 'sales', 'into', 'the', 'Southeastern', 'states', 'as', 'a', 'result', 'of', 'an', 'agreement', 'with', 'Cen-Tennial', 'Gin', 'Co.', '.']",9,1,1
2702,news,"['They', 'export', 'also', '.']",0,0,1
2703,news,"['The', 'company', 'began', 'operation', 'in', '1900', 'with', 'hardware', 'and', 'oil', 'mill', 'supplies', '.']",6,0,0
2704,news,"['In', '1930', ',', 'they', 'began', 'making', 'cotton', 'processing', 'equipment', '.']",3,0,0
2705,news,"['Presently', ',', 'Hardwicke-Etter', 'employs', '300-450', 'people', ',', 'depending', 'on', 'the', 'season', 'of', 'the', 'year', '.']",4,1,1
2706,news,"['The', 'Lummus', 'Cotton', 'Gin', 'Co.', 'has', 'had', 'a', 'sales', 'and', 'service', 'office', 'in', 'Dallas', 'since', '1912', '.']",8,0,0
2707,news,"['Factory', 'operations', 'are', 'in', 'Columbus', ',', 'Ga.', '.']",4,0,0
2708,news,"['The', 'district', 'office', 'here', 'employs', 'about', '65', '.']",2,0,1
2709,news,"['The', 'Moss', 'Gordin', 'Lint', 'Cleaner', 'Co.', 'and', 'Gordin', 'Unit', 'System', 'of', 'Ginning', 'have', 'joint', 'headquarters', 'here', '.']",9,1,1
2710,news,"['The', 'cleaner', 'equipment', 'firm', 'began', 'operations', 'in', '1953', 'and', 'the', 'unit', 'system', ',', 'which', 'turns', 'out', 'a', 'complete', 'ginning', 'system', ',', 'began', 'operations', 'in', '1959', '.']",9,1,0
2711,news,"['Gordin', 'manufacturing', 'operations', 'are', 'in', 'Lubbock', '.']",4,0,0
2712,news,"['The', 'John', 'E.', 'Mitchell', 'Co.', 'began', 'work', 'in', 'Dallas', 'in', '1928', '.']",6,0,0
2713,news,"['The', 'firm', 'is', 'prominent', 'in', 'making', 'equipment', 'for', 'cleaning', 'seed', 'cotton', ',', 'driers', ',', 'and', 'heaters', ',', 'and', 'they', 'lay', 'claim', 'to', 'being', 'the', 'first', 'maker', '(', '1910', ')', 'of', 'boil', 'extraction', 'equipment', '.']",11,2,0
2714,news,"['The', 'increase', 'in', 'mechanical', 'harvesting', 'of', 'cotton', 'makes', 'cleaning', 'and', 'drying', 'equipment', 'a', 'must', 'for', 'modern', 'gin', 'operation', '.']",7,2,0
2715,news,"['Mitchell', 'employs', 'a', 'total', 'of', 'about', '400', 'people', '.']",3,0,0
2716,news,"['They', 'export', 'cotton', 'ginning', 'machinery', '.']",2,0,0
2717,news,"['The', 'Hinckley', 'Gin', 'Supply', 'Co.', 'is', 'a', 'maker', 'of', '``', 'overhead', 'equipment', ""''"", '.']",6,1,0
2718,news,"['This', 'includes', 'driers', ',', 'cleaners', ',', 'burr', 'extractors', ',', 'separators', 'and', 'piping', ""that's"", 'located', 'above', 'gin', 'stands', 'in', 'a', 'complete', 'gin', '.']",9,1,0
2719,news,"['The', 'firm', 'began', 'operations', 'back', 'in', '1925', 'and', 'sells', 'equipment', 'in', 'the', 'central', 'cotton', 'belt', ',', 'including', 'the', 'Mississippi', 'Delta', '.']",7,1,1
2720,news,"['The', 'Cen-Tennial', 'Gin', 'Supply', 'Co.', 'has', 'home', 'offices', 'and', 'factory', 'facilities', 'here', '.']",6,1,1
2721,news,"['They', 'make', 'gin', 'saws', 'and', 'deal', 'in', 'parts', ',', 'supplies', 'and', 'some', 'used', 'gin', 'machinery', '.']",6,2,0
2722,news,"['The', 'Stacy', 'Co.', 'makes', 'cleaning', 'and', 'drying', 'equipment', 'for', 'sale', 'largely', 'in', 'Texas', '.']",7,0,1
2723,news,"[""They've"", 'been', 'in', 'Dallas', 'since', '1921', '.']",2,0,0
2724,news,"['Cotton', 'Belt', 'Gin', 'Service', ',', 'Inc.', 'of', 'Dallas', 'makes', 'gin', 'saws', 'and', 'started', 'here', '14', 'years', 'ago', '.']",9,0,2
2725,news,"['They', 'distribute', 'equipment', 'in', '11', 'states', '.']",2,0,0
2726,news,"['The', 'firm', 'also', 'handles', 'gin', 'and', 'oil', 'mill', 'supplies', 'such', 'as', 'belting', ',', 'bearings', ',', 'etc.', '.']",8,1,1
2727,news,"['Cotton', 'processing', 'equipment', 'is', 'a', 'sizable', 'segment', 'of', 'Dallas', 'business', 'economy', '.']",7,1,0
2728,news,"['New', 'car', 'sales', 'in', 'Dallas', 'County', 'during', 'March', 'showed', 'slight', 'signs', 'of', 'recovering', 'from', 'the', 'doldrums', 'which', 'have', 'characterized', 'sales', 'this', 'year', '.']",10,1,0
2729,news,"['Registrations', 'of', 'new', 'cars', 'in', 'Dallas', 'County', 'cracked', 'the', '3,000', 'mark', 'in', 'March', 'for', 'the', 'first', 'time', 'this', 'year', '.']",8,2,0
2730,news,"['Totaling', '3,399', ',', 'sales', 'jumped', '14', 'per', 'cent', 'over', ""February's"", '2,963', '.']",3,0,0
2731,news,"['However', ',', 'compared', 'with', 'March', '1960', 'new', 'car', 'sales', 'of', '4,441', ',', 'this', 'March', 'was', 'off', '23', 'per', 'cent', '.']",5,1,2
2732,news,"['On', 'a', 'quarter-to-quarter', 'comparison', ',', 'the', 'first', 'quarter', 'of', '1961', 'total', 'of', '9,273', 'cars', 'was', '21', 'per', 'cent', 'behind', 'the', 'previous', ""year's"", '3-month', 'total', 'of', '11,744', '.']",7,4,0
2733,news,"['This', 'year-to-year', 'decline', 'for', 'Dallas', 'County', 'closely', 'follows', 'the', 'national', 'trend', '--', 'estimated', 'sales', 'of', 'domestic', 'cars', 'in', 'the', 'U.S.', 'for', 'first', 'three', 'months', 'of', '1961', 'were', 'about', '1,212,000', 'or', '80', 'per', 'cent', 'of', 'the', 'total', 'in', 'the', 'first', 'quarter', 'a', 'year', 'earlier', '.']",12,5,3
2734,news,"['With', 'the', 'March', 'pickup', ',', 'dealers', 'are', 'optimistic', 'that', 'the', 'April-June', 'quarter', 'will', 'equal', 'or', 'top', 'last', 'year', '.']",6,2,0
2735,news,"['The', 'March', 'gain', 'plus', 'this', 'optimism', 'has', 'been', 'encouraging', 'enough', 'to', 'prompt', 'auto', 'makers', 'to', 'boost', 'production', 'schedules', 'for', 'the', 'next', 'quarter', '.']",8,2,0
2736,news,"['On', 'the', 'local', 'level', ',', 'compacts', 'continue', 'to', 'grab', 'a', 'larger', 'share', 'of', 'the', 'market', 'at', 'the', 'expense', 'of', 'lower-priced', 'standard', 'models', 'and', 'foreign', 'cars', '.']",8,4,0
2737,news,"['Only', 'three', 'standard', 'models', '--', 'Buick', ',', 'Chrysler', ',', 'and', 'Mercury', '--', 'had', 'slight', 'year-to-year', 'gains', 'in', 'March', 'sales', 'in', 'the', 'county', '.']",8,3,1
2738,news,"['The', 'top', '3', 'students', 'from', '11', 'participating', 'Dallas', 'County', 'high', 'schools', 'will', 'be', 'honored', 'by', 'the', 'Dallas', 'Sales', 'Executives', 'Club', 'at', 'a', 'banquet', 'at', '6', 'p.m.', 'Tuesday', 'in', 'the', 'Sam', 'Houston', 'Room', 'of', 'the', 'Sheraton-Dallas', 'Hotel', 'as', 'the', 'club', 'winds', 'up', 'its', 'annual', 'Distributive', 'Education', 'project', '.']",18,4,0
2739,news,"['Now', 'in', 'its', 'third', 'year', ',', 'the', 'program', 'is', 'designed', 'to', 'provide', 'a', 'laboratory', 'for', 'those', 'youngsters', 'seeking', 'careers', 'in', 'marketing', 'and', 'salesmanship', '.']",7,1,1
2740,news,"['Business', 'firms', 'provide', '20', 'weeks', 'of', 'practical', 'employment', 'to', 'supplement', 'classroom', 'instruction', 'in', 'these', 'fields', '.']",7,1,0
2741,news,"['More', 'than', '500', 'juniors', 'and', 'seniors', 'are', 'taking', 'part', 'in', 'the', 'program', 'and', '100', 'firms', 'offer', 'jobs', 'on', 'an', 'educational', 'rather', 'than', 'a', 'need', 'basis', '.']",7,3,1
2742,news,"['Principal', 'address', 'will', 'be', 'delivered', 'by', 'Gerald', 'T.', 'Owens', ',', 'national', 'sales', 'manager', 'for', 'Isodine', 'Pharmical', 'Corp.', 'of', 'New', 'York', '.']",12,1,0
2743,news,"['The', '33', 'honored', 'students', 'are', ':', 'Mike', 'Trigg', ',', 'Raymond', 'Arrington', ',', 'and', 'Ronald', 'Kaminsky', 'of', 'Bryan', 'Adams', ',', 'Janice', 'Whitney', ',', 'Fil', 'Terral', ',', 'and', 'Carl', 'David', 'Page', 'of', 'W.', 'H.', 'Adamson', ';', ';']",19,1,0
2744,news,"['Bill', 'Burke', ',', 'Tommie', 'Freeman', ',', 'and', 'Lawrence', 'Paschall', 'of', 'N.', 'R.', 'Crozier', 'Tech.', 'Paulah', 'Thompson', ',', 'Gerald', 'Kestner', ',', 'and', 'Nancy', 'Stephenson', 'of', 'Hillcrest', ';', ';']",17,0,0
2745,news,"['Arnold', 'Hayes', ',', 'Mary', 'Ann', 'Shay', ',', 'and', 'Lloyd', 'Satterfield', 'of', 'Thomas', 'Jefferson', ';', ';']",9,0,0
2746,news,"['William', 'Cluck', ',', 'Deloris', 'Carrel', 'Carty', ',', 'and', 'Edna', 'Earl', 'Eaton', 'of', 'North', 'Dallas', ';', ';']",10,0,0
2747,news,"['Patricia', 'Ann', 'Neal', ',', 'Johnny', 'Carruthers', ',', 'and', 'David', 'McLauchlin', 'of', 'Rylie', 'of', 'Seagoville', ';', ';']",9,0,0
2748,news,"['David', 'Wolverton', ',', 'Sharon', 'Flanagan', ',', 'and', 'James', 'Weaver', 'of', 'W.', 'W.', 'Samuels', ';', ';']",9,0,0
2749,news,"['William', 'Austin', ',', 'Gary', 'Hammond', ',', 'and', 'Ronnie', 'Davis', 'of', 'South', 'Oak', 'Cliff', ';', ';']",9,0,0
2750,news,"['Bill', 'Eaton', ',', 'Carolyn', 'Milton', ',', 'and', 'Ronnie', 'Bert', 'Stone', 'of', 'Sunset', ';', ';']",8,0,0
2751,news,"['and', 'Charles', 'Potter', ',', 'Ronnie', 'Moore', ',', 'and', 'Robert', 'Bailey', 'of', 'Woodrow', 'Wilson', '.']",8,0,0
2752,news,"['The', 'Kennedy', ""administration's"", 'new', 'housing', 'and', 'urban', 'renewal', 'proposals', ',', 'particularly', 'their', 'effect', 'on', 'the', 'Federal', 'Housing', 'Administration', ',', 'came', 'under', 'fire', 'in', 'Dallas', 'last', 'week', '.']",11,3,1
2753,news,"['The', ""Administration's"", 'proposals', ',', 'complex', 'and', 'sweeping', 'as', 'they', 'are', ',', 'all', 'deal', 'with', 'fringe', 'areas', 'of', 'the', 'housing', 'market', 'rather', 'than', 'its', 'core', ',', 'stated', 'Caron', 'S.', 'Stallard', ',', 'first', 'vice-president', 'of', 'the', 'Mortgage', 'Bankers', 'Association', 'of', 'America', '.']",15,3,1
2754,news,"['Santa', 'Barbara']",2,0,0
2755,news,"['--', '``', 'The', 'present', 'recovery', 'movement', 'will', 'gather', 'steady', 'momentum', 'to', 'lift', 'the', 'economy', 'to', 'a', 'new', 'historic', 'peak', 'by', 'this', 'autumn', ""''"", ',', 'Beryl', 'W.', 'Sprinkel', ',', 'economist', 'of', 'Harris', 'Trust', '&', 'Savings', 'Bank', ',', 'Chicago', ',', 'predicted', 'at', 'the', 'closing', 'session', 'here', 'Tuesday', 'of', 'Investment', 'Bankers', 'Assn.', ',', 'California', 'group', ',', 'conference', '.']",24,4,1
2756,news,"['Another', 'speaker', ',', 'William', 'H.', 'Draper', ',', 'Jr.', ',', 'former', 'Under', 'Secretary', 'of', 'the', 'Army', 'and', 'now', 'with', 'the', 'Palo', 'Alto', 'venture', 'capital', 'firm', 'of', 'Draper', ',', 'Gaither', '&', 'Anderson', ',', 'urged', 'the', 'U.S.', 'to', '``', 'throw', 'down', 'the', 'gauntlet', 'of', 'battle', 'to', 'communism', 'and', 'tell', 'Moscow', 'bluntly', 'we', ""won't"", 'be', 'pushed', 'around', 'any', 'more', ""''"", '.']",20,2,2
2757,news,"['He', 'urged', 'support', 'for', 'President', ""Kennedy's"", 'requests', 'for', 'both', 'defense', 'and', 'foreign', 'aid', 'appropriations', '.']",7,1,0
2758,news,"[""'"", 'not', 'flash', 'in', 'pan', ""'""]",1,0,1
2759,news,"['Sprinkel', 'told', 'conferees', 'that', 'the', 'recent', 'improvement', 'in', 'economic', 'activity', 'was', 'not', 'a', '``', 'temporary', 'flash', 'in', 'the', 'pan', ""''"", 'but', 'the', 'beginning', 'of', 'a', 'substantial', 'cyclical', 'expansion', 'that', 'will', 'carry', 'the', 'economy', 'back', 'to', 'full', 'employment', 'levels', 'and', 'witness', 'a', 'renewal', 'of', 'our', 'traditional', 'growth', 'pattern', '.']",14,7,2
2760,news,"['``', 'In', 'view', 'of', 'the', 'current', 'expansion', ',', 'which', 'promises', 'to', 'be', 'substantial', ""''"", 'he', 'said', 'the', 'odds', 'appear', 'to', 'favor', 'rising', 'interest', 'rates', 'in', 'coming', 'months', ',', 'but', '``', 'there', 'is', 'reason', 'to', 'believe', 'the', 'change', 'will', 'not', 'be', 'as', 'abrupt', 'as', 'in', '1958', 'nor', 'as', 'severe', 'as', 'in', 'late', '1959', 'and', '1960', ""''"", '.']",8,6,3
2761,news,"['Thesis', 'refuted']",1,0,0
2762,news,"['Sprinkel', 'strongly', 'refuted', 'the', 'current', 'neo-stagnationist', 'thesis', 'that', 'we', 'are', 'facing', 'a', 'future', 'of', 'limited', 'and', 'slow', 'growth', ',', 'declaring', 'that', 'this', 'pessimism', '``', 'is', 'based', 'on', 'very', 'limited', 'and', 'questionable', 'evidence', ""''"", '.']",6,6,2
2763,news,"['Rather', 'than', 'viewing', 'the', 'abortive', 'recovery', 'in', '1959-60', 'as', 'a', 'reason', 'for', 'believing', 'we', 'have', 'lost', 'prospects', 'for', 'growth', ""''"", ',', 'he', 'said', '``', 'it', 'should', 'be', 'viewed', 'as', 'a', 'lesson', 'well', 'learned', 'which', 'will', 'increase', 'the', 'probability', 'of', 'substantial', 'improvement', 'in', 'this', 'recovery', ""''"", '.']",8,3,2
2764,news,"['Danger', 'cited']",1,0,0
2765,news,"['He', 'cautioned', 'that', '``', 'the', 'greater', 'danger', 'in', 'this', 'recovery', 'may', 'be', 'excessive', 'stimulation', 'by', 'government', 'which', 'could', 'bring', 'moderate', 'inflation', ""''"", '.']",5,3,0
2766,news,"['The', 'economist', 'does', 'not', 'look', 'for', 'a', 'drastic', 'switch', 'in', 'the', 'budget', 'during', 'this', 'recovery', 'and', 'believes', 'it', '``', 'even', 'more', 'unlikely', 'that', 'the', 'Federal', 'Reserve', 'will', 'aggressively', 'tighten', 'monetary', 'policy', 'in', 'the', 'early', 'phases', 'of', 'the', 'upturn', 'as', 'was', 'the', 'case', 'in', '1958', ""''"", '.']",10,4,4
2767,news,"['The', 'unsatisfactory', '1958-60', 'expansion', ',', 'he', 'said', ',', 'was', 'not', 'due', 'to', 'inadequate', 'growth', 'forces', 'inherent', 'in', 'our', 'economy', 'but', 'rather', 'to', 'the', 'adverse', 'effect', 'of', 'inappropriate', 'economic', 'policies', 'combined', 'with', 'retrenching', 'decisions', 'resulting', 'from', 'the', 'steel', 'strike', '.']",9,7,2
2768,news,"['Sacrifices', 'needed']",1,0,0
2769,news,"['Draper', 'declared', ',', '``', 'As', 'I', 'see', 'it', ',', 'this', 'country', 'has', 'never', 'faced', 'such', 'great', 'dangers', 'as', 'threaten', 'us', 'today', '.']",4,3,1
